id,level,root_list,tokens
a277,b,"[90, 91]","[{""kind"": ""word"", ""ar"": ""أخذ"", ""voweled"": ""أَخْذ"", ""en"": ""taking"", ""roots"": [91], ""lemma"": ""أخذ""}, {""kind"": ""func"", ""ar"": ""و"", ""voweled"": ""وَ"", ""en"": ""and"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""عطاء"", ""voweled"": ""عَطَاء"", ""en"": ""giving"", ""roots"": [90], ""lemma"": ""عطاء""}]"
a278,b,"[75, 100]","[{""kind"": ""word"", ""ar"": ""القبول"", ""voweled"": ""الْقَبُول"", ""en"": ""the admission; acceptance"", ""roots"": [100], ""lemma"": ""قبول""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الجامعة"", ""voweled"": ""الْجَامِعَة"", ""en"": ""the university"", ""roots"": [75], ""lemma"": ""جامعة""}, {""kind"": ""func"", ""ar"": ""صعب"", ""voweled"": ""صَعْب"", ""en"": ""difficult"", ""roots"": []}]"
a279,i,"[25, 94, 100]","[{""kind"": ""word"", ""ar"": ""قبل"", ""voweled"": ""قَبِلَ"", ""en"": ""accepted"", ""roots"": [100], ""lemma"": ""قبل""}, {""kind"": ""word"", ""ar"": ""الطالب"", ""voweled"": ""الطَّالِب"", ""en"": ""the student"", ""roots"": [25], ""lemma"": ""طالب""}, {""kind"": ""word"", ""ar"": ""النتيجة"", ""voweled"": ""النَّتِيجَة"", ""en"": ""the result"", ""roots"": [94], ""lemma"": ""نتيجة""}]"
a280,i,"[48, 70, 100]","[{""kind"": ""word"", ""ar"": ""استقبال"", ""voweled"": ""اِسْتِقْبَال"", ""en"": ""reception"", ""roots"": [100], ""lemma"": ""استقبال""}, {""kind"": ""word"", ""ar"": ""الرئيس"", ""voweled"": ""الرَّئِيس"", ""en"": ""the president"", ""roots"": [48], ""lemma"": ""رئيس""}, {""kind"": ""func"", ""ar"": ""غدا"", ""voweled"": ""غَدًا"", ""en"": ""tomorrow"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""صباحا"", ""voweled"": ""صَبَاحًا"", ""en"": ""in the morning"", ""roots"": [70], ""lemma"": ""صباحا""}]"
a281,b,"[1, 48, 100]","[{""kind"": ""word"", ""ar"": ""المقابلة"", ""voweled"": ""الْمُقَابَلَة"", ""en"": ""the interview"", ""roots"": [100], ""lemma"": ""مقابلة""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""مكتب"", ""voweled"": ""مَكْتَب"", ""en"": ""office"", ""roots"": [1], ""lemma"": ""مكتب""}, {""kind"": ""word"", ""ar"": ""الرئيس"", ""voweled"": ""الرَّئِيس"", ""en"": ""the president"", ""roots"": [48], ""lemma"": ""رئيس""}]"
a282,b,"[79, 80, 100]","[{""kind"": ""word"", ""ar"": ""المستقبل"", ""voweled"": ""الْمُسْتَقْبَل"", ""en"": ""the future"", ""roots"": [100], ""lemma"": ""مستقبل""}, {""kind"": ""word"", ""ar"": ""بعيد"", ""voweled"": ""بَعِيد"", ""en"": ""far"", ""roots"": [79], ""lemma"": ""بعيد""}, {""kind"": ""func"", ""ar"": ""و"", ""voweled"": ""وَ"", ""en"": ""and"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""قريب"", ""voweled"": ""قَرِيب"", ""en"": ""near; soon"", ""roots"": [80], ""lemma"": ""قريب""}]"
a283,i,"[25, 27, 41, 74]","[{""kind"": ""word"", ""ar"": ""طلب"", ""voweled"": ""طَلَبَ"", ""en"": ""requested"", ""roots"": [25], ""lemma"": ""طلب""}, {""kind"": ""word"", ""ar"": ""الشعب"", ""voweled"": ""الشَّعْب"", ""en"": ""the people; nation"", ""roots"": [41], ""lemma"": ""شعب""}, {""kind"": ""word"", ""ar"": ""الاستقلال"", ""voweled"": ""الْاِسْتِقْلَال"", ""en"": ""the independence"", ""roots"": [27], ""lemma"": ""استقلال""}, {""kind"": ""word"", ""ar"": ""الكامل"", ""voweled"": ""الْكَامِل"", ""en"": ""the complete"", ""roots"": [74], ""lemma"": ""كامل""}]"
a284,b,"[26, 27, 28]","[{""kind"": ""word"", ""ar"": ""الأقلية"", ""voweled"": ""الْأَقَلِّيَّة"", ""en"": ""the minority"", ""roots"": [27], ""lemma"": ""أقلية""}, {""kind"": ""word"", ""ar"": ""قليلة"", ""voweled"": ""قَلِيلَة"", ""en"": ""few (f.)"", ""roots"": [27], ""lemma"": ""قليل"", ""inflected"": ""fem""}, {""kind"": ""func"", ""ar"": ""و"", ""voweled"": ""وَ"", ""en"": ""and"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الأكثرية"", ""voweled"": ""الْأَكْثَرِيَّة"", ""en"": ""the majority"", ""roots"": [26], ""lemma"": ""أكثرية""}, {""kind"": ""word"", ""ar"": ""كبيرة"", ""voweled"": ""كَبِيرَة"", ""en"": ""big (f.)"", ""roots"": [28], ""lemma"": ""كبير"", ""inflected"": ""fem""}]"
a285,i,"[2, 9, 13, 34, 35]","[{""kind"": ""func"", ""ar"": ""عندما"", ""voweled"": ""عِنْدَمَا"", ""en"": ""when"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""سمع"", ""voweled"": ""سَمِعَ"", ""en"": ""heard"", ""roots"": [13], ""lemma"": ""سمع""}, {""kind"": ""word"", ""ar"": ""الرجل"", ""voweled"": ""الرَّجُل"", ""en"": ""the man"", ""roots"": [34], ""lemma"": ""رجل""}, {""kind"": ""word"", ""ar"": ""القول"", ""voweled"": ""الْقَوْل"", ""en"": ""the statement"", ""roots"": [2], ""lemma"": ""قول""}, {""kind"": ""word"", ""ar"": ""رجع"", ""voweled"": ""رَجَعَ"", ""en"": ""returned"", ""roots"": [9], ""lemma"": ""رجع""}, {""kind"": ""func"", ""ar"": ""إلى"", ""voweled"": ""إِلَى"", ""en"": ""to"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""بيته"", ""voweled"": ""بَيْتِهِ"", ""en"": ""his house"", ""roots"": [35], ""lemma"": ""بيت"", ""inflected"": ""poss""}]"
a286,i,"[10, 24, 71, 100]","[{""kind"": ""func"", ""ar"": ""إذا"", ""voweled"": ""إِذَا"", ""en"": ""if"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""وصلت"", ""voweled"": ""وَصَلْتُ"", ""en"": ""I arrived"", ""roots"": [24], ""lemma"": ""وصل"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""قبل"", ""voweled"": ""قَبْلَ"", ""en"": ""before"", ""roots"": [100], ""lemma"": ""قبل""}, {""kind"": ""word"", ""ar"": ""الليل"", ""voweled"": ""اللَّيْل"", ""en"": ""the night"", ""roots"": [71], ""lemma"": ""ليل""}, {""kind"": ""func"", ""ar"": ""سوف"", ""voweled"": ""سَوْفَ"", ""en"": ""will"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""نخرج"", ""voweled"": ""نَخْرُج"", ""en"": ""we go out"", ""roots"": [10], ""lemma"": ""خرج"", ""inflected"": ""conj""}]"
a287,b,"[32, 33, 56]","[{""kind"": ""word"", ""ar"": ""الميلاد"", ""voweled"": ""الْمِيلَاد"", ""en"": ""the birth"", ""roots"": [33], ""lemma"": ""ميلاد""}, {""kind"": ""word"", ""ar"": ""يوم"", ""voweled"": ""يَوْم"", ""en"": ""day"", ""roots"": [56], ""lemma"": ""يوم""}, {""kind"": ""word"", ""ar"": ""جميل"", ""voweled"": ""جَمِيل"", ""en"": ""beautiful"", ""roots"": [32], ""lemma"": ""جميل""}]"
a288,b,"[33, 80]","[{""kind"": ""func"", ""ar"": ""عيد"", ""voweled"": ""عِيد"", ""en"": ""holiday; feast"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الميلاد"", ""voweled"": ""الْمِيلَاد"", ""en"": ""the birth"", ""roots"": [33], ""lemma"": ""ميلاد""}, {""kind"": ""word"", ""ar"": ""قريب"", ""voweled"": ""قَرِيب"", ""en"": ""near; soon"", ""roots"": [80], ""lemma"": ""قريب""}]"
a289,b,"[29, 33, 77]","[{""kind"": ""word"", ""ar"": ""المولود"", ""voweled"": ""الْمَوْلُود"", ""en"": ""the newborn"", ""roots"": [33], ""lemma"": ""مولود""}, {""kind"": ""word"", ""ar"": ""الجديد"", ""voweled"": ""الْجَدِيد"", ""en"": ""the new"", ""roots"": [77], ""lemma"": ""جديد""}, {""kind"": ""word"", ""ar"": ""صغير"", ""voweled"": ""صَغِير"", ""en"": ""small"", ""roots"": [29], ""lemma"": ""صغير""}, {""kind"": ""word"", ""ar"": ""جدا"", ""voweled"": ""جِدًّا"", ""en"": ""very"", ""roots"": [77], ""lemma"": ""جدا""}]"
a290,i,"[29, 33, 37, 86]","[{""kind"": ""word"", ""ar"": ""ولد"", ""voweled"": ""وُلِدَ"", ""en"": ""was born"", ""roots"": [33], ""lemma"": ""ولد""}, {""kind"": ""word"", ""ar"": ""الشاعر"", ""voweled"": ""الشَّاعِر"", ""en"": ""the poet"", ""roots"": [86], ""lemma"": ""شاعر""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""بلدة"", ""voweled"": ""بَلْدَة"", ""en"": ""town"", ""roots"": [37], ""lemma"": ""بلدة""}, {""kind"": ""word"", ""ar"": ""صغيرة"", ""voweled"": ""صَغِيرَة"", ""en"": ""small (f.)"", ""roots"": [29], ""lemma"": ""صغير"", ""inflected"": ""fem""}]"
a292,b,"[1, 28, 58]","[{""kind"": ""word"", ""ar"": ""شهرة"", ""voweled"": ""شُهْرَة"", ""en"": ""fame"", ""roots"": [58], ""lemma"": ""شهرة""}, {""kind"": ""word"", ""ar"": ""الكاتب"", ""voweled"": ""الْكَاتِب"", ""en"": ""the writer"", ""roots"": [1], ""lemma"": ""كاتب""}, {""kind"": ""word"", ""ar"": ""كبيرة"", ""voweled"": ""كَبِيرَة"", ""en"": ""big (f.)"", ""roots"": [28], ""lemma"": ""كبير"", ""inflected"": ""fem""}]"
a293,i,"[1, 37, 58, 70]","[{""kind"": ""word"", ""ar"": ""أصبح"", ""voweled"": ""أَصْبَحَ"", ""en"": ""became"", ""roots"": [70], ""lemma"": ""أصبح""}, {""kind"": ""word"", ""ar"": ""الكتاب"", ""voweled"": ""الْكِتَاب"", ""en"": ""the book"", ""roots"": [1], ""lemma"": ""كتاب""}, {""kind"": ""word"", ""ar"": ""مشهورا"", ""voweled"": ""مَشْهُورًا"", ""en"": ""famous (acc.)"", ""roots"": [58], ""lemma"": ""مشهور"", ""inflected"": ""acc""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""func"", ""ar"": ""كل"", ""voweled"": ""كُلّ"", ""en"": ""every; all"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""البلاد"", ""voweled"": ""الْبِلَاد"", ""en"": ""the lands; country"", ""roots"": [37], ""lemma"": ""بلد"", ""inflected"": ""pl""}]"
a294,i,"[20, 54]","[{""kind"": ""func"", ""ar"": ""لن"", ""voweled"": ""لَنْ"", ""en"": ""will not"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""يموت"", ""voweled"": ""يَمُوت"", ""en"": ""dies"", ""roots"": [54], ""lemma"": ""موت"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""الحب"", ""voweled"": ""الْحُبّ"", ""en"": ""the love"", ""roots"": [20], ""lemma"": ""حب""}]"
a295,b,"[28, 39, 54, 56]","[{""kind"": ""word"", ""ar"": ""موت"", ""voweled"": ""مَوْت"", ""en"": ""death"", ""roots"": [54], ""lemma"": ""موت""}, {""kind"": ""word"", ""ar"": ""الملك"", ""voweled"": ""الْمَلِك"", ""en"": ""the king"", ""roots"": [39], ""lemma"": ""ملك""}, {""kind"": ""word"", ""ar"": ""يوم"", ""voweled"": ""يَوْم"", ""en"": ""day"", ""roots"": [56], ""lemma"": ""يوم""}, {""kind"": ""word"", ""ar"": ""كبير"", ""voweled"": ""كَبِير"", ""en"": ""big"", ""roots"": [28], ""lemma"": ""كبير""}]"
a296,b,"[32, 53, 70]","[{""kind"": ""word"", ""ar"": ""تحية"", ""voweled"": ""تَحِيَّة"", ""en"": ""greeting"", ""roots"": [53], ""lemma"": ""تحية""}, {""kind"": ""word"", ""ar"": ""الصباح"", ""voweled"": ""الصَّبَاح"", ""en"": ""the morning"", ""roots"": [70], ""lemma"": ""صباح""}, {""kind"": ""word"", ""ar"": ""جميلة"", ""voweled"": ""جَمِيلَة"", ""en"": ""beautiful (f.)"", ""roots"": [32], ""lemma"": ""جميل"", ""inflected"": ""fem""}]"
a297,b,"[36, 53, 78]","[{""kind"": ""word"", ""ar"": ""حي"", ""voweled"": ""حَيّ"", ""en"": ""neighborhood; alive"", ""roots"": [53], ""lemma"": ""حي""}, {""kind"": ""word"", ""ar"": ""المدينة"", ""voweled"": ""الْمَدِينَة"", ""en"": ""the city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""word"", ""ar"": ""قديم"", ""voweled"": ""قَدِيم"", ""en"": ""old"", ""roots"": [78], ""lemma"": ""قديم""}]"
a298,b,"[20, 53]","[{""kind"": ""word"", ""ar"": ""الحيوان"", ""voweled"": ""الْحَيَوَان"", ""en"": ""the animal"", ""roots"": [53], ""lemma"": ""حيوان""}, {""kind"": ""word"", ""ar"": ""يحب"", ""voweled"": ""يُحِبّ"", ""en"": ""loves"", ""roots"": [20], ""lemma"": ""حب"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""الماء"", ""voweled"": ""الْمَاء"", ""en"": ""the water"", ""roots"": []}]"
a299,i,"[4, 45]","[{""kind"": ""word"", ""ar"": ""المؤمن"", ""voweled"": ""الْمُؤْمِن"", ""en"": ""the believer"", ""roots"": [45], ""lemma"": ""مؤمن""}, {""kind"": ""word"", ""ar"": ""أمين"", ""voweled"": ""أَمِين"", ""en"": ""trustworthy; custodian"", ""roots"": [45], ""lemma"": ""أمين""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""عمله"", ""voweled"": ""عَمَلِهِ"", ""en"": ""his work"", ""roots"": [4], ""lemma"": ""عمل"", ""inflected"": ""poss""}]"
a300,b,"[25, 35, 45]","[{""kind"": ""word"", ""ar"": ""التأمين"", ""voweled"": ""التَّأْمِين"", ""en"": ""the insurance"", ""roots"": [45], ""lemma"": ""تأمين""}, {""kind"": ""func"", ""ar"": ""على"", ""voweled"": ""عَلَى"", ""en"": ""on"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""البيت"", ""voweled"": ""الْبَيْت"", ""en"": ""the house"", ""roots"": [35], ""lemma"": ""بيت""}, {""kind"": ""word"", ""ar"": ""مطلوب"", ""voweled"": ""مَطْلُوب"", ""en"": ""required"", ""roots"": [25], ""lemma"": ""مطلوب""}]"
a301,i,"[37, 41, 45]","[{""kind"": ""word"", ""ar"": ""أمن"", ""voweled"": ""أَمْن"", ""en"": ""security"", ""roots"": [45], ""lemma"": ""أمن""}, {""kind"": ""word"", ""ar"": ""البلد"", ""voweled"": ""الْبَلَد"", ""en"": ""the country"", ""roots"": [37], ""lemma"": ""بلد""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""أمن"", ""voweled"": ""أَمْن"", ""en"": ""security"", ""roots"": [45], ""lemma"": ""أمن""}, {""kind"": ""word"", ""ar"": ""شعبه"", ""voweled"": ""شَعْبِهِ"", ""en"": ""its people"", ""roots"": [41], ""lemma"": ""شعب"", ""inflected"": ""poss""}]"
a302,b,"[25, 43, 59]","[{""kind"": ""word"", ""ar"": ""سلامة"", ""voweled"": ""سَلَامَة"", ""en"": ""safety"", ""roots"": [43], ""lemma"": ""سلامة""}, {""kind"": ""word"", ""ar"": ""الطريق"", ""voweled"": ""الطَّرِيق"", ""en"": ""the road; way"", ""roots"": [59], ""lemma"": ""طريق""}, {""kind"": ""word"", ""ar"": ""مطلوبة"", ""voweled"": ""مَطْلُوبَة"", ""en"": ""required (f.)"", ""roots"": [25], ""lemma"": ""مطلوب"", ""inflected"": ""fem""}]"
a303,i,"[38, 43, 67, 89]","[{""kind"": ""word"", ""ar"": ""تم"", ""voweled"": ""تَمَّ"", ""en"": ""was completed"", ""roots"": [67], ""lemma"": ""تم""}, {""kind"": ""word"", ""ar"": ""تسليم"", ""voweled"": ""تَسْلِيم"", ""en"": ""delivery"", ""roots"": [43], ""lemma"": ""تسليم""}, {""kind"": ""word"", ""ar"": ""الوثيقة"", ""voweled"": ""الْوَثِيقَة"", ""en"": ""the document"", ""roots"": [89], ""lemma"": ""وثيقة""}, {""kind"": ""func"", ""ar"": ""إلى"", ""voweled"": ""إِلَى"", ""en"": ""to"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المحكمة"", ""voweled"": ""الْمَحْكَمَة"", ""en"": ""the court"", ""roots"": [38], ""lemma"": ""محكمة""}]"
a304,b,"[43, 47, 53]","[{""kind"": ""word"", ""ar"": ""القلب"", ""voweled"": ""الْقَلْب"", ""en"": ""the heart"", ""roots"": [47], ""lemma"": ""قلب""}, {""kind"": ""word"", ""ar"": ""السليم"", ""voweled"": ""السَّلِيم"", ""en"": ""the sound; healthy"", ""roots"": [43], ""lemma"": ""سليم""}, {""kind"": ""word"", ""ar"": ""حياة"", ""voweled"": ""حَيَاة"", ""en"": ""life"", ""roots"": [53], ""lemma"": ""حياة""}]"
a305,i,"[13, 41, 47, 70]","[{""kind"": ""word"", ""ar"": ""سمع"", ""voweled"": ""سَمِعَ"", ""en"": ""heard"", ""roots"": [13], ""lemma"": ""سمع""}, {""kind"": ""word"", ""ar"": ""الشعب"", ""voweled"": ""الشَّعْب"", ""en"": ""the people; nation"", ""roots"": [41], ""lemma"": ""شعب""}, {""kind"": ""func"", ""ar"": ""عن"", ""voweled"": ""عَنْ"", ""en"": ""about"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الانقلاب"", ""voweled"": ""الْاِنْقِلَاب"", ""en"": ""the coup"", ""roots"": [47], ""lemma"": ""انقلاب""}, {""kind"": ""word"", ""ar"": ""صباحا"", ""voweled"": ""صَبَاحًا"", ""en"": ""in the morning"", ""roots"": [70], ""lemma"": ""صباحا""}]"
a306,b,"[4, 47, 77]","[{""kind"": ""word"", ""ar"": ""القالب"", ""voweled"": ""الْقَالَب"", ""en"": ""the mold; template"", ""roots"": [47], ""lemma"": ""قالب""}, {""kind"": ""word"", ""ar"": ""الجديد"", ""voweled"": ""الْجَدِيد"", ""en"": ""the new"", ""roots"": [77], ""lemma"": ""جديد""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المعمل"", ""voweled"": ""الْمَعْمَل"", ""en"": ""the factory; lab"", ""roots"": [4], ""lemma"": ""معمل""}]"
a307,i,"[50, 76, 77, 80]","[{""kind"": ""word"", ""ar"": ""مواجهة"", ""voweled"": ""مُوَاجَهَة"", ""en"": ""confrontation"", ""roots"": [50], ""lemma"": ""مواجهة""}, {""kind"": ""word"", ""ar"": ""الفريق"", ""voweled"": ""الْفَرِيق"", ""en"": ""the team"", ""roots"": [76], ""lemma"": ""فريق""}, {""kind"": ""word"", ""ar"": ""الجديد"", ""voweled"": ""الْجَدِيد"", ""en"": ""the new"", ""roots"": [77], ""lemma"": ""جديد""}, {""kind"": ""word"", ""ar"": ""قريبة"", ""voweled"": ""قَرِيبَة"", ""en"": ""near (f.)"", ""roots"": [80], ""lemma"": ""قريب"", ""inflected"": ""fem""}]"
a308,b,"[14, 50, 95]","[{""kind"": ""word"", ""ar"": ""وجهة"", ""voweled"": ""وِجْهَة"", ""en"": ""destination"", ""roots"": [50], ""lemma"": ""وجهة""}, {""kind"": ""word"", ""ar"": ""السائق"", ""voweled"": ""السَّائِق"", ""en"": ""the driver"", ""roots"": [95], ""lemma"": ""سائق""}, {""kind"": ""word"", ""ar"": ""معروفة"", ""voweled"": ""مَعْرُوفَة"", ""en"": ""well-known (f.)"", ""roots"": [14], ""lemma"": ""معروف"", ""inflected"": ""fem""}]"
a309,b,"[32, 35, 50]","[{""kind"": ""word"", ""ar"": ""واجهة"", ""voweled"": ""وَاجِهَة"", ""en"": ""facade"", ""roots"": [50], ""lemma"": ""واجهة""}, {""kind"": ""word"", ""ar"": ""البيت"", ""voweled"": ""الْبَيْت"", ""en"": ""the house"", ""roots"": [35], ""lemma"": ""بيت""}, {""kind"": ""word"", ""ar"": ""جميلة"", ""voweled"": ""جَمِيلَة"", ""en"": ""beautiful (f.)"", ""roots"": [32], ""lemma"": ""جميل"", ""inflected"": ""fem""}]"
a310,i,"[5, 25, 50]","[{""kind"": ""word"", ""ar"": ""التوجيه"", ""voweled"": ""التَّوْجِيه"", ""en"": ""the guidance"", ""roots"": [50], ""lemma"": ""توجيه""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المعلم"", ""voweled"": ""الْمُعَلِّم"", ""en"": ""the teacher"", ""roots"": [5], ""lemma"": ""معلم""}, {""kind"": ""word"", ""ar"": ""مطلوب"", ""voweled"": ""مَطْلُوب"", ""en"": ""required"", ""roots"": [25], ""lemma"": ""مطلوب""}]"
a311,b,"[51, 52]","[{""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""عينه"", ""voweled"": ""عَيْنِهِ"", ""en"": ""his eye"", ""roots"": [51], ""lemma"": ""عين"", ""inflected"": ""poss""}, {""kind"": ""word"", ""ar"": ""نور"", ""voweled"": ""نُور"", ""en"": ""light"", ""roots"": [52], ""lemma"": ""نور""}]"
a312,i,"[48, 51, 67, 77]","[{""kind"": ""word"", ""ar"": ""تم"", ""voweled"": ""تَمَّ"", ""en"": ""was completed"", ""roots"": [67], ""lemma"": ""تم""}, {""kind"": ""word"", ""ar"": ""تعيين"", ""voweled"": ""تَعْيِين"", ""en"": ""appointment"", ""roots"": [51], ""lemma"": ""تعيين""}, {""kind"": ""word"", ""ar"": ""رئيس"", ""voweled"": ""رَئِيس"", ""en"": ""president"", ""roots"": [48], ""lemma"": ""رئيس""}, {""kind"": ""word"", ""ar"": ""جديد"", ""voweled"": ""جَدِيد"", ""en"": ""new"", ""roots"": [77], ""lemma"": ""جديد""}]"
a313,b,"[4, 51]","[{""kind"": ""word"", ""ar"": ""العينة"", ""voweled"": ""الْعَيِّنَة"", ""en"": ""the sample"", ""roots"": [51], ""lemma"": ""عينة""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المعمل"", ""voweled"": ""الْمَعْمَل"", ""en"": ""the factory; lab"", ""roots"": [4], ""lemma"": ""معمل""}]"
a314,i,"[11, 57, 73]","[{""kind"": ""word"", ""ar"": ""حسب"", ""voweled"": ""حَسَبَ"", ""en"": ""calculated"", ""roots"": [73], ""lemma"": ""حسب""}, {""kind"": ""word"", ""ar"": ""المحاسب"", ""voweled"": ""الْمُحَاسِب"", ""en"": ""the accountant"", ""roots"": [73], ""lemma"": ""محاسب""}, {""kind"": ""word"", ""ar"": ""الدخل"", ""voweled"": ""الدَّخْل"", ""en"": ""the income"", ""roots"": [11], ""lemma"": ""دخل""}, {""kind"": ""word"", ""ar"": ""السنوي"", ""voweled"": ""السَّنَوِيّ"", ""en"": ""the annual"", ""roots"": [57], ""lemma"": ""سنوي""}]"
a315,b,"[64, 73]","[{""kind"": ""word"", ""ar"": ""الحساب"", ""voweled"": ""الْحِسَاب"", ""en"": ""the account; bill"", ""roots"": [73], ""lemma"": ""حساب""}, {""kind"": ""word"", ""ar"": ""مغلق"", ""voweled"": ""مُغْلَق"", ""en"": ""closed"", ""roots"": [64], ""lemma"": ""مغلق""}]"
a316,i,"[11, 18, 60, 95]","[{""kind"": ""word"", ""ar"": ""سائق"", ""voweled"": ""سَائِق"", ""en"": ""driver"", ""roots"": [95], ""lemma"": ""سائق""}, {""kind"": ""word"", ""ar"": ""السيارة"", ""voweled"": ""السَّيَّارَة"", ""en"": ""the car"", ""roots"": [60], ""lemma"": ""سيارة""}, {""kind"": ""word"", ""ar"": ""سأل"", ""voweled"": ""سَأَلَ"", ""en"": ""asked"", ""roots"": [18], ""lemma"": ""سأل""}, {""kind"": ""func"", ""ar"": ""عن"", ""voweled"": ""عَنْ"", ""en"": ""about"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المدخل"", ""voweled"": ""الْمَدْخَل"", ""en"": ""the entrance"", ""roots"": [11], ""lemma"": ""مدخل""}]"
a317,b,"[15, 32, 95]","[{""kind"": ""word"", ""ar"": ""سياق"", ""voweled"": ""سِيَاق"", ""en"": ""context"", ""roots"": [95], ""lemma"": ""سياق""}, {""kind"": ""word"", ""ar"": ""الجملة"", ""voweled"": ""الْجُمْلَة"", ""en"": ""the sentence"", ""roots"": [32], ""lemma"": ""جملة""}, {""kind"": ""word"", ""ar"": ""مفهوم"", ""voweled"": ""مَفْهُوم"", ""en"": ""understandable"", ""roots"": [15], ""lemma"": ""مفهوم""}]"
a318,i,"[43, 94, 96, 97, 98]","[{""kind"": ""word"", ""ar"": ""دفع"", ""voweled"": ""دَفَعَ"", ""en"": ""paid"", ""roots"": [98], ""lemma"": ""دفع""}, {""kind"": ""word"", ""ar"": ""المشتري"", ""voweled"": ""الْمُشْتَرِي"", ""en"": ""the buyer"", ""roots"": [97], ""lemma"": ""مشتري""}, {""kind"": ""func"", ""ar"": ""و"", ""voweled"": ""وَ"", ""en"": ""and"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""سلم"", ""voweled"": ""سَلَّمَ"", ""en"": ""delivered"", ""roots"": [43], ""lemma"": ""سلم""}, {""kind"": ""word"", ""ar"": ""البائع"", ""voweled"": ""الْبَائِع"", ""en"": ""the seller"", ""roots"": [96], ""lemma"": ""بائع""}, {""kind"": ""word"", ""ar"": ""المنتج"", ""voweled"": ""الْمُنْتَج"", ""en"": ""the product"", ""roots"": [94], ""lemma"": ""منتج""}]"
a319,b,"[60, 97]","[{""kind"": ""word"", ""ar"": ""المشتريات"", ""voweled"": ""الْمُشْتَرَيَات"", ""en"": ""the purchases"", ""roots"": [97], ""lemma"": ""مشتريات""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""السيارة"", ""voweled"": ""السَّيَّارَة"", ""en"": ""the car"", ""roots"": [60], ""lemma"": ""سيارة""}]"
a320,b,"[31, 78, 95, 97]","[{""kind"": ""word"", ""ar"": ""الشراء"", ""voweled"": ""الشِّرَاء"", ""en"": ""the buying"", ""roots"": [97], ""lemma"": ""شراء""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""السوق"", ""voweled"": ""السُّوق"", ""en"": ""the market"", ""roots"": [95], ""lemma"": ""سوق""}, {""kind"": ""word"", ""ar"": ""القديم"", ""voweled"": ""الْقَدِيم"", ""en"": ""the old"", ""roots"": [78], ""lemma"": ""قديم""}, {""kind"": ""word"", ""ar"": ""أحسن"", ""voweled"": ""أَحْسَن"", ""en"": ""better; best"", ""roots"": [31], ""lemma"": ""أحسن""}]"
