idx,char,examples,distractors,batch,category,meanings,radical,components,complexity,retired
130,別,"[{""idx"": 478}, {""idx"": 479}, {""idx"": 480}, {""idx"": 481}]","[{""word"": ""別肉"", ""reading"": ""べつにく"", ""meaning"": ""(non-word)""}, {""word"": ""別茶"", ""reading"": ""べっちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""別水"", ""reading"": ""べっすい"", ""meaning"": ""(non-word)""}]",2,Function Words,separate; branch off; diverge; fork; another; extra; specially,刀,刂 口 力 勹,7,false
131,同,"[{""idx"": 482}, {""idx"": 483}, {""idx"": 484}, {""idx"": 485, ""batch"": 2}]","[{""word"": ""同肉"", ""reading"": ""どうにく"", ""meaning"": ""(non-word)""}, {""word"": ""同茶"", ""reading"": ""どうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""同水"", ""reading"": ""どうすい"", ""meaning"": ""(non-word)""}]",2,Function Words,same; agree; equal,口,口 冂 一,6,false
132,各,"[{""idx"": 486}, {""idx"": 487}, {""idx"": 488}, {""idx"": 489, ""batch"": 2}, {""idx"": 913}]","[{""word"": ""各肉"", ""reading"": ""かくにく"", ""meaning"": ""(non-word)""}, {""word"": ""各茶"", ""reading"": ""かくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""各水"", ""reading"": ""かくすい"", ""meaning"": ""(non-word)""}]",2,Function Words,each; every; either,口,口 夂 攵,6,false
133,両,"[{""idx"": 455}, {""idx"": 490}, {""idx"": 491}, {""idx"": 492}]","[{""word"": ""両肉"", ""reading"": ""りょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""両茶"", ""reading"": ""りょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""両水"", ""reading"": ""りょうすい"", ""meaning"": ""(non-word)""}]",2,Function Words,"both; old Japanese coin; counter for carriages (e.g., in a train); two",一,｜ 一 冂 山,6,false
134,数,"[{""idx"": 493}, {""idx"": 494}, {""idx"": 382}, {""idx"": 495}, {""idx"": 496}, {""idx"": 317, ""batch"": 2}, {""idx"": 896}]","[{""word"": ""数肉"", ""reading"": ""すうにく"", ""meaning"": ""(non-word)""}, {""word"": ""数茶"", ""reading"": ""すうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""数油"", ""reading"": ""すうゆ"", ""meaning"": ""(non-word)""}]",2,Function Words,number; strength; fate; law; figures,攴,女 米 攵 夂 𠂉,13,false
135,約,"[{""idx"": 497}, {""idx"": 498}, {""idx"": 499}]","[{""word"": ""約肉"", ""reading"": ""やくにく"", ""meaning"": ""(non-word)""}, {""word"": ""約茶"", ""reading"": ""やくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""約水"", ""reading"": ""やくすい"", ""meaning"": ""(non-word)""}]",2,Function Words,promise; approximately; shrink,糸,糸 幺 小 丶 勹,9,false
136,誰,"[{""idx"": 500}, {""idx"": 501}, {""idx"": 502}, {""idx"": 503}, {""idx"": 504}]","[{""word"": ""誰肉"", ""reading"": ""だれにく"", ""meaning"": ""(non-word)""}, {""word"": ""誰茶"", ""reading"": ""だれちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""誰水"", ""reading"": ""だれみず"", ""meaning"": ""(non-word)""}]",2,Function Words,who; someone; somebody,言,言 隹,15,false
137,幾,"[{""idx"": 505}, {""idx"": 506}, {""idx"": 507}, {""idx"": 508}]","[{""word"": ""幾肉"", ""reading"": ""いくにく"", ""meaning"": ""(non-word)""}, {""word"": ""幾茶"", ""reading"": ""いくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""幾水"", ""reading"": ""いくみず"", ""meaning"": ""(non-word)""}]",2,Function Words,how many; how much; how far; how long; some; several,幺,ノ 幺 戈 丶,12,false
138,右,"[{""idx"": 509}, {""idx"": 510}, {""idx"": 511}]","[{""word"": ""右肉"", ""reading"": ""うにく"", ""meaning"": ""(non-word)""}, {""word"": ""右茶"", ""reading"": ""うちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""右油"", ""reading"": ""うゆ"", ""meaning"": ""(non-word)""}]",1,Directions,right,口,ノ 一 口,5,false
139,左,"[{""idx"": 512}, {""idx"": 513}]","[{""word"": ""左肉"", ""reading"": ""さにく"", ""meaning"": ""(non-word)""}, {""word"": ""左茶"", ""reading"": ""さちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""左油"", ""reading"": ""さゆ"", ""meaning"": ""(non-word)""}]",1,Directions,left,工,ノ 一 工,5,false
140,東,"[{""idx"": 514}, {""idx"": 515}, {""idx"": 516}, {""idx"": 517}]","[{""word"": ""東肉"", ""reading"": ""とうにく"", ""meaning"": ""(non-word)""}, {""word"": ""東茶"", ""reading"": ""とうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""東油"", ""reading"": ""とうゆ"", ""meaning"": ""(non-word)""}]",1,Directions,east,木,｜ 一 日 木 田,8,false
141,西,"[{""idx"": 518}, {""idx"": 519}, {""idx"": 520}, {""idx"": 521}]","[{""word"": ""西肉"", ""reading"": ""せいにく"", ""meaning"": ""(non-word)""}, {""word"": ""西茶"", ""reading"": ""せいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""西油"", ""reading"": ""せいゆ"", ""meaning"": ""(non-word)""}]",1,Directions,west; Spain,襾,西,6,false
142,南,"[{""idx"": 522}, {""idx"": 523}, {""idx"": 524}, {""idx"": 525}]","[{""word"": ""南肉"", ""reading"": ""なんにく"", ""meaning"": ""(non-word)""}, {""word"": ""南茶"", ""reading"": ""なんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""南油"", ""reading"": ""なんゆ"", ""meaning"": ""(non-word)""}]",1,Directions,south,十,干 十 丷 冂,9,false
143,北,"[{""idx"": 526}, {""idx"": 527}, {""idx"": 220}, {""idx"": 528}, {""idx"": 529}]","[{""word"": ""北肉"", ""reading"": ""ほくにく"", ""meaning"": ""(non-word)""}, {""word"": ""北茶"", ""reading"": ""ほくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""北油"", ""reading"": ""ほくゆ"", ""meaning"": ""(non-word)""}]",1,Directions,north,匕,匕 爿,5,false
144,前,"[{""idx"": 530}, {""idx"": 162}, {""idx"": 531}, {""idx"": 212}, {""idx"": 532}]","[{""word"": ""前肉"", ""reading"": ""ぜんにく"", ""meaning"": ""(non-word)""}, {""word"": ""前茶"", ""reading"": ""ぜんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""前油"", ""reading"": ""ぜんゆ"", ""meaning"": ""(non-word)""}]",1,Directions,in front; before,刀,一 刂 月 丷,9,false
145,後,"[{""idx"": 533}, {""idx"": 534}, {""idx"": 535}, {""idx"": 536}, {""idx"": 537}]","[{""word"": ""後肉"", ""reading"": ""ごにく"", ""meaning"": ""(non-word)""}, {""word"": ""後茶"", ""reading"": ""ごちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""後油"", ""reading"": ""ごゆ"", ""meaning"": ""(non-word)""}]",1,Directions,behind; back; later,彳,夂 幺 彳,9,false
146,先,"[{""idx"": 538}, {""idx"": 385}, {""idx"": 139}, {""idx"": 539}, {""idx"": 540}]","[{""word"": ""先肉"", ""reading"": ""せんにく"", ""meaning"": ""(non-word)""}, {""word"": ""先茶"", ""reading"": ""せんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""先油"", ""reading"": ""せんゆ"", ""meaning"": ""(non-word)""}]",1,Time,before; ahead; previous; future; precedence,儿,ノ 土 儿,6,false
147,天,"[{""idx"": 541}, {""idx"": 542}, {""idx"": 543}]","[{""word"": ""天肉"", ""reading"": ""てんにく"", ""meaning"": ""(non-word)""}, {""word"": ""天茶"", ""reading"": ""てんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""天油"", ""reading"": ""てんゆ"", ""meaning"": ""(non-word)""}]",1,Nature,heavens; sky; imperial,大,一 大 二,4,false
148,気,"[{""idx"": 544}, {""idx"": 541}, {""idx"": 545}, {""idx"": 127}, {""idx"": 147}, {""idx"": 546, ""batch"": 2}]","[{""word"": ""気肉"", ""reading"": ""きにく"", ""meaning"": ""(non-word)""}, {""word"": ""気茶"", ""reading"": ""きちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""気油"", ""reading"": ""きゆ"", ""meaning"": ""(non-word)""}]",1,Nature,spirit; mind; air; atmosphere; mood,气,气 丶 ノ 𠂉,6,false
149,雨,"[{""idx"": 547}, {""idx"": 548}, {""idx"": 543}]","[{""word"": ""雨肉"", ""reading"": ""うにく"", ""meaning"": ""(non-word)""}, {""word"": ""雨茶"", ""reading"": ""うちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""雨油"", ""reading"": ""うゆ"", ""meaning"": ""(non-word)""}]",1,Nature,rain,雨,雨,8,false
150,午,"[{""idx"": 531}, {""idx"": 535}, {""idx"": 549}]","[{""word"": ""午肉"", ""reading"": ""ごにく"", ""meaning"": ""(non-word)""}, {""word"": ""午茶"", ""reading"": ""ごちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""午油"", ""reading"": ""ごゆ"", ""meaning"": ""(non-word)""}]",1,Time,noon; sign of the horse; 11AM-1PM; seventh sign of Chinese zodiac,十,ノ 干 十 𠂉,4,false
151,休,"[{""idx"": 550}, {""idx"": 551}, {""idx"": 85}, {""idx"": 552}, {""idx"": 553}]","[{""word"": ""休肉"", ""reading"": ""きゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""休茶"", ""reading"": ""きゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""休油"", ""reading"": ""きゅうゆ"", ""meaning"": ""(non-word)""}]",1,Actions,rest; day off; retire; sleep,人,亻 木,6,false
152,語,"[{""idx"": 554}, {""idx"": 555}, {""idx"": 556}, {""idx"": 557}]","[{""word"": ""語肉"", ""reading"": ""ごにく"", ""meaning"": ""(non-word)""}, {""word"": ""語茶"", ""reading"": ""ごちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""語油"", ""reading"": ""ごゆ"", ""meaning"": ""(non-word)""}]",1,Learning,word; speech; language,言,言 口 五,14,false
153,兄,"[{""idx"": 558}, {""idx"": 559}, {""idx"": 560}]","[{""word"": ""兄肉"", ""reading"": ""けいにく"", ""meaning"": ""(non-word)""}, {""word"": ""兄茶"", ""reading"": ""けいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""兄油"", ""reading"": ""けいゆ"", ""meaning"": ""(non-word)""}]",1,Humans & Family,elder brother; big brother,儿,口 儿,5,false
154,弟,"[{""idx"": 561}, {""idx"": 560}, {""idx"": 562}]","[{""word"": ""弟肉"", ""reading"": ""ていにく"", ""meaning"": ""(non-word)""}, {""word"": ""弟茶"", ""reading"": ""ていちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""弟油"", ""reading"": ""ていゆ"", ""meaning"": ""(non-word)""}]",1,Humans & Family,younger brother; faithful service to elders,弓,｜ ノ 弓 丷,7,false
155,姉,"[{""idx"": 563}, {""idx"": 564}, {""idx"": 565}]","[{""word"": ""姉肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""姉茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""姉油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",1,Humans & Family,elder sister,女,巾 女 亠,8,false
156,妹,"[{""idx"": 566}, {""idx"": 565}, {""idx"": 567}]","[{""word"": ""妹肉"", ""reading"": ""まいにく"", ""meaning"": ""(non-word)""}, {""word"": ""妹茶"", ""reading"": ""まいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""妹油"", ""reading"": ""まいゆ"", ""meaning"": ""(non-word)""}]",1,Humans & Family,younger sister,女,｜ 女 二 ハ 木 亠,8,false
157,口,"[{""idx"": 568}, {""idx"": 269}, {""idx"": 264}, {""idx"": 569}, {""idx"": 570}]","[{""word"": ""口肉"", ""reading"": ""こうにく"", ""meaning"": ""(non-word)""}, {""word"": ""口茶"", ""reading"": ""こうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""口油"", ""reading"": ""こうゆ"", ""meaning"": ""(non-word)""}]",1,Body,mouth,口,囗 口,3,false
158,目,"[{""idx"": 571}, {""idx"": 572}, {""idx"": 573}, {""idx"": 574}]","[{""word"": ""目肉"", ""reading"": ""もくにく"", ""meaning"": ""(non-word)""}, {""word"": ""目茶"", ""reading"": ""もくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""目油"", ""reading"": ""もくゆ"", ""meaning"": ""(non-word)""}]",1,Body,eye; class; look; insight; experience; care; favor,目,目,5,false
159,体,"[{""idx"": 575}, {""idx"": 576}, {""idx"": 471}, {""idx"": 577}]","[{""word"": ""体肉"", ""reading"": ""たいにく"", ""meaning"": ""(non-word)""}, {""word"": ""体茶"", ""reading"": ""たいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""体油"", ""reading"": ""たいゆ"", ""meaning"": ""(non-word)""}]",1,Body,body; substance; object; reality; counter for images,人,木 一 亻,7,false
160,足,"[{""idx"": 578}, {""idx"": 579}, {""idx"": 580}]","[{""word"": ""足肉"", ""reading"": ""そくにく"", ""meaning"": ""(non-word)""}, {""word"": ""足茶"", ""reading"": ""そくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""足油"", ""reading"": ""そくゆ"", ""meaning"": ""(non-word)""}]",1,Body,leg; foot; be sufficient; counter for pairs of footwear,足,口 足 止,7,false
161,心,"[{""idx"": 581}, {""idx"": 312}, {""idx"": 582}]","[{""word"": ""心肉"", ""reading"": ""しんにく"", ""meaning"": ""(non-word)""}, {""word"": ""心茶"", ""reading"": ""しんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""心油"", ""reading"": ""しんゆ"", ""meaning"": ""(non-word)""}]",1,Body,heart; mind; spirit; heart radical (no. 61),心,心,4,false
162,朝,"[{""idx"": 583}, {""idx"": 584}, {""idx"": 140}, {""idx"": 361}, {""idx"": 585}]","[{""word"": ""朝肉"", ""reading"": ""ちょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""朝茶"", ""reading"": ""ちょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""朝油"", ""reading"": ""ちょうゆ"", ""meaning"": ""(non-word)""}]",1,Time,morning; dynasty; regime; epoch; period; (North) Korea,月,月 十 日,12,false
163,昼,"[{""idx"": 586}, {""idx"": 587}, {""idx"": 553}, {""idx"": 588}]","[{""word"": ""昼肉"", ""reading"": ""ちゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""昼茶"", ""reading"": ""ちゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""昼油"", ""reading"": ""ちゅうゆ"", ""meaning"": ""(non-word)""}]",2,Time,daytime; noon,日,一 日 尸 丶,9,false
164,夜,"[{""idx"": 589}, {""idx"": 590}, {""idx"": 591}, {""idx"": 592}]","[{""word"": ""夜肉"", ""reading"": ""やにく"", ""meaning"": ""(non-word)""}, {""word"": ""夜茶"", ""reading"": ""やちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""夜油"", ""reading"": ""やゆ"", ""meaning"": ""(non-word)""}]",2,Time,night; evening,夕,亻 夕 亠,8,false
165,夕,"[{""idx"": 456}, {""idx"": 593}, {""idx"": 594}, {""idx"": 595}]","[{""word"": ""夕肉"", ""reading"": ""せきにく"", ""meaning"": ""(non-word)""}, {""word"": ""夕茶"", ""reading"": ""せきちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""夕油"", ""reading"": ""せきゆ"", ""meaning"": ""(non-word)""}]",2,Time,evening,夕,夕,3,false
166,春,"[{""idx"": 596}, {""idx"": 597}]","[{""word"": ""春肉"", ""reading"": ""しゅんにく"", ""meaning"": ""(non-word)""}, {""word"": ""春茶"", ""reading"": ""しゅんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""春油"", ""reading"": ""しゅんゆ"", ""meaning"": ""(non-word)""}]",2,Time,springtime; spring (season),日,一 二 日 人 大,9,false
167,夏,"[{""idx"": 598}, {""idx"": 552}, {""idx"": 599}]","[{""word"": ""夏肉"", ""reading"": ""かにく"", ""meaning"": ""(non-word)""}, {""word"": ""夏茶"", ""reading"": ""かちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""夏油"", ""reading"": ""かゆ"", ""meaning"": ""(non-word)""}]",2,Time,summer,夊,一 自 夂 目,10,false
168,秋,"[{""idx"": 600}, {""idx"": 601}]","[{""word"": ""秋肉"", ""reading"": ""しゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""秋茶"", ""reading"": ""しゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""秋油"", ""reading"": ""しゅうゆ"", ""meaning"": ""(non-word)""}]",2,Time,autumn,禾,火 禾,9,false
169,冬,"[{""idx"": 602}, {""idx"": 603}, {""idx"": 604}]","[{""word"": ""冬肉"", ""reading"": ""とうにく"", ""meaning"": ""(non-word)""}, {""word"": ""冬茶"", ""reading"": ""とうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""冬油"", ""reading"": ""とうゆ"", ""meaning"": ""(non-word)""}]",2,Time,winter,冫,夂 丶 攵,5,false
170,早,"[{""idx"": 605}, {""idx"": 606}, {""idx"": 607}, {""idx"": 570}, {""idx"": 608}]","[{""word"": ""早肉"", ""reading"": ""そうにく"", ""meaning"": ""(non-word)""}, {""word"": ""早茶"", ""reading"": ""そうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""早油"", ""reading"": ""そうゆ"", ""meaning"": ""(non-word)""}]",2,Descriptives,early; fast,日,十 日,6,false
171,古,"[{""idx"": 609}, {""idx"": 610}, {""idx"": 611}]","[{""word"": ""古肉"", ""reading"": ""こにく"", ""meaning"": ""(non-word)""}, {""word"": ""古茶"", ""reading"": ""こちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""古油"", ""reading"": ""こゆ"", ""meaning"": ""(non-word)""}]",2,Descriptives,old,口,口 十,5,false
172,会,"[{""idx"": 612}, {""idx"": 613}, {""idx"": 286}, {""idx"": 614}]","[{""word"": ""会肉"", ""reading"": ""かいにく"", ""meaning"": ""(non-word)""}, {""word"": ""会茶"", ""reading"": ""かいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""会油"", ""reading"": ""かいゆ"", ""meaning"": ""(non-word)""}]",2,Actions,meeting; meet; party; association; interview; join,人,二 𠆢 厶,6,false
173,使,"[{""idx"": 615}, {""idx"": 616}, {""idx"": 617}]","[{""word"": ""使肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""使茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""使油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",2,Actions,use; send on a mission; order; messenger; envoy; ambassador; cause,人,ノ 一 亻 口,8,false
174,作,"[{""idx"": 618}, {""idx"": 619}, {""idx"": 229}]","[{""word"": ""作肉"", ""reading"": ""さくにく"", ""meaning"": ""(non-word)""}, {""word"": ""作茶"", ""reading"": ""さくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""作油"", ""reading"": ""さくゆ"", ""meaning"": ""(non-word)""}]",2,Actions,make; production; prepare; build,人,｜ ノ 亻 一 𠂉,7,false
175,持,"[{""idx"": 620}, {""idx"": 546}, {""idx"": 621}, {""idx"": 622}]","[{""word"": ""持肉"", ""reading"": ""じにく"", ""meaning"": ""(non-word)""}, {""word"": ""持茶"", ""reading"": ""じちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""持油"", ""reading"": ""じゆ"", ""meaning"": ""(non-word)""}]",2,Actions,hold; have,手,寸 土 扌,9,false
176,思,"[{""idx"": 623}, {""idx"": 624}]","[{""word"": ""思肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""思茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""思油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",2,Actions,think,心,心 田,9,false
177,知,"[{""idx"": 625}, {""idx"": 626}]","[{""word"": ""知肉"", ""reading"": ""ちにく"", ""meaning"": ""(non-word)""}, {""word"": ""知茶"", ""reading"": ""ちちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""知油"", ""reading"": ""ちゆ"", ""meaning"": ""(non-word)""}]",2,Actions,know; wisdom,矢,口 矢 𠂉,8,false
178,送,"[{""idx"": 627}, {""idx"": 628}]","[{""word"": ""送肉"", ""reading"": ""そうにく"", ""meaning"": ""(non-word)""}, {""word"": ""送茶"", ""reading"": ""そうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""送油"", ""reading"": ""そうゆ"", ""meaning"": ""(non-word)""}]",2,Actions,escort; send,辵,辶 丷 大 一 二,9,false
179,帰,"[{""idx"": 629}, {""idx"": 630}, {""idx"": 631}]","[{""word"": ""帰肉"", ""reading"": ""きにく"", ""meaning"": ""(non-word)""}, {""word"": ""帰茶"", ""reading"": ""きちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""帰油"", ""reading"": ""きゆ"", ""meaning"": ""(non-word)""}]",2,Actions,homecoming; arrive at; lead to; result in,巾,ヨ 刂 巾 冖,10,false
180,始,"[{""idx"": 632}, {""idx"": 633}, {""idx"": 634}]","[{""word"": ""始肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""始茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""始油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",2,Actions,commence; begin,女,口 女 厶,8,false
181,終,"[{""idx"": 635}, {""idx"": 636}, {""idx"": 637}, {""idx"": 638}]","[{""word"": ""終肉"", ""reading"": ""しゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""終茶"", ""reading"": ""しゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""終油"", ""reading"": ""しゅうゆ"", ""meaning"": ""(non-word)""}]",2,Actions,end; finish,糸,糸 幺 小 夂,11,false
182,走,"[{""idx"": 639}, {""idx"": 640}]","[{""word"": ""走肉"", ""reading"": ""そうにく"", ""meaning"": ""(non-word)""}, {""word"": ""走茶"", ""reading"": ""そうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""走油"", ""reading"": ""そうゆ"", ""meaning"": ""(non-word)""}]",2,Actions,run,走,走 土,7,false
183,歩,"[{""idx"": 641}, {""idx"": 642}]","[{""word"": ""歩肉"", ""reading"": ""ほにく"", ""meaning"": ""(non-word)""}, {""word"": ""歩茶"", ""reading"": ""ほちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""歩油"", ""reading"": ""ほゆ"", ""meaning"": ""(non-word)""}]",2,Actions,walk; counter for steps,止,ノ 止 小,8,false
184,止,"[{""idx"": 643}, {""idx"": 644}, {""idx"": 645}, {""idx"": 906}]","[{""word"": ""止肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""止茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""止油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",2,Actions,stop; halt,止,止,4,false
185,起,"[{""idx"": 646}, {""idx"": 647}, {""idx"": 608}]","[{""word"": ""起肉"", ""reading"": ""きにく"", ""meaning"": ""(non-word)""}, {""word"": ""起茶"", ""reading"": ""きちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""起油"", ""reading"": ""きゆ"", ""meaning"": ""(non-word)""}]",2,Actions,rouse; wake up; get up,走,走 土 已,10,false
186,着,"[{""idx"": 648}, {""idx"": 649}, {""idx"": 181}]","[{""word"": ""着肉"", ""reading"": ""ちゃくにく"", ""meaning"": ""(non-word)""}, {""word"": ""着茶"", ""reading"": ""ちゃくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""着油"", ""reading"": ""ちゃくゆ"", ""meaning"": ""(non-word)""}]",2,Actions,don; arrive; wear; counter for suits of clothing,目,ノ 王 丷 目 羊,12,false
187,住,"[{""idx"": 650}, {""idx"": 460}, {""idx"": 651}]","[{""word"": ""住肉"", ""reading"": ""じゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""住茶"", ""reading"": ""じゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""住油"", ""reading"": ""じゅうゆ"", ""meaning"": ""(non-word)""}]",2,Actions,dwell; reside; live; inhabit,人,王 亻 丶,7,false
188,売,"[{""idx"": 652}, {""idx"": 653}, {""idx"": 654}]","[{""word"": ""売肉"", ""reading"": ""ばいにく"", ""meaning"": ""(non-word)""}, {""word"": ""売茶"", ""reading"": ""ばいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""売油"", ""reading"": ""ばいゆ"", ""meaning"": ""(non-word)""}]",2,Shopping,sell,士,士 儿 冖,7,false
189,借,"[{""idx"": 655}, {""idx"": 656}]","[{""word"": ""借肉"", ""reading"": ""しゃくにく"", ""meaning"": ""(non-word)""}, {""word"": ""借茶"", ""reading"": ""しゃくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""借油"", ""reading"": ""しゃくゆ"", ""meaning"": ""(non-word)""}]",2,Shopping,borrow; rent,人,亻 日 廾 二,10,false
190,貸,"[{""idx"": 657}, {""idx"": 658}]","[{""word"": ""貸肉"", ""reading"": ""たいにく"", ""meaning"": ""(non-word)""}, {""word"": ""貸茶"", ""reading"": ""たいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""貸油"", ""reading"": ""たいゆ"", ""meaning"": ""(non-word)""}]",2,Shopping,lend,貝,亻 貝 目 ハ 弋,12,false
191,習,"[{""idx"": 659}, {""idx"": 660}]","[{""word"": ""習肉"", ""reading"": ""しゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""習茶"", ""reading"": ""しゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""習油"", ""reading"": ""しゅうゆ"", ""meaning"": ""(non-word)""}]",2,Learning,learn,羽,羽 白 冫,11,false
192,通,"[{""idx"": 661}, {""idx"": 662}, {""idx"": 663}]","[{""word"": ""通肉"", ""reading"": ""つうにく"", ""meaning"": ""(non-word)""}, {""word"": ""通茶"", ""reading"": ""つうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""通油"", ""reading"": ""つうゆ"", ""meaning"": ""(non-word)""}]",2,Transport,"traffic; pass through; avenue; commute; counter for letters, notes, documents, etc.",辵,辶 用 マ,10,false
193,運,"[{""idx"": 664}, {""idx"": 665}, {""idx"": 666}, {""idx"": 667}]","[{""word"": ""運肉"", ""reading"": ""うんにく"", ""meaning"": ""(non-word)""}, {""word"": ""運茶"", ""reading"": ""うんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""運油"", ""reading"": ""うんゆ"", ""meaning"": ""(non-word)""}]",2,Transport,carry; luck; destiny; fate; lot; transport; progress; advance,辵,辶 車 冖,12,false
194,転,"[{""idx"": 668}, {""idx"": 665}, {""idx"": 377}]","[{""word"": ""転肉"", ""reading"": ""てんにく"", ""meaning"": ""(non-word)""}, {""word"": ""転茶"", ""reading"": ""てんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""転油"", ""reading"": ""てんゆ"", ""meaning"": ""(non-word)""}]",2,Transport,revolve; turn around; change,車,車 二 厶,11,false
195,開,"[{""idx"": 669}, {""idx"": 670}, {""idx"": 634}, {""idx"": 671}, {""idx"": 905}]","[{""word"": ""開肉"", ""reading"": ""かいにく"", ""meaning"": ""(non-word)""}, {""word"": ""開茶"", ""reading"": ""かいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""開油"", ""reading"": ""かいゆ"", ""meaning"": ""(non-word)""}]",2,Actions,open; unfold; unseal,門,一 門 廾 二 ノ,12,false
